DATA_INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO,MES,ANO
08/01/2017,14/01/2017,NORTE,RORAIMA,GLP,24,R$/13Kg,63.083,2.062,58,67,10.693,0.033,52.39,0,52.39,52.39,0,1,2017
08/01/2017,14/01/2017,SUL,SANTA CATARINA,GLP,103,R$/13Kg,54.801,5.722,45,68,15.975,0.104,38.826,4.209,33.25,52,0.108,1,2017
08/01/2017,14/01/2017,SUDESTE,SAO PAULO,GLP,1216,R$/13Kg,52.857,5.297,39,74.9,16.425,0.1,36.432,4.36,28,58,0.12,1,2017
08/01/2017,14/01/2017,NORDESTE,SERGIPE,GLP,29,R$/13Kg,57.628,3.19,50,65,17.717,0.055,39.911,4.223,34.8,47,0.106,1,2017
08/01/2017,14/01/2017,NORTE,TOCANTINS,GLP,86,R$/13Kg,70.671,2.227,65,75,25.41,0.032,45.261,4.961,39,55,0.11,1,2017
08/01/2017,14/01/2017,NORDESTE,ALAGOAS,GNV,5,R$/m3,2.39,0.179,2.39,2.79,0.861,0.075,1.529,0.076,1.3982,1.5331,0.05,1,2017
08/01/2017,14/01/2017,NORTE,AMAZONAS,GNV,2,R$/m3,3.2,0,3.2,3.2,0.51,0,2.69,0,2.69,2.69,0,1,2017
08/01/2017,14/01/2017,NORDESTE,BAHIA,GNV,15,R$/m3,2.245,0.22,1.99,2.84,0.523,0.098,1.722,0.369,1.2243,2.2865,0.214,1,2017
08/01/2017,14/01/2017,NORDESTE,CEARA,GNV,7,R$/m3,2.59,0.005,2.58,2.599,0.957,0.002,1.633,0.055,1.585,1.685,0.034,1,2017
08/01/2017,14/01/2017,SUDESTE,ESPIRITO SANTO,GNV,5,R$/m3,2.185,0.232,2.17,2.69,0.662,0.106,1.523,0,1.5227,1.5227,0,1,2017
08/01/2017,14/01/2017,CENTRO OESTE,MATO GROSSO,GNV,1,R$/m3,2.599,0,2.599,2.599,,0,,,,,,1,2017
08/01/2017,14/01/2017,CENTRO OESTE,MATO GROSSO DO SUL,GNV,1,R$/m3,2.299,0,2.299,2.299,,0,,,,,,1,2017
08/01/2017,14/01/2017,SUDESTE,MINAS GERAIS,GNV,4,R$/m3,2.524,0.168,2.239,2.599,,0.067,,,,,,1,2017
08/01/2017,14/01/2017,NORDESTE,PARAIBA,GNV,5,R$/m3,2.304,0.225,2.249,2.8,0.302,0.098,2.002,0,2.0018,2.0018,0,1,2017
08/01/2017,14/01/2017,SUL,PARANA,GNV,3,R$/m3,2.562,0.086,2.47,2.64,,0.034,,,,,,1,2017
08/01/2017,14/01/2017,NORDESTE,PERNAMBUCO,GNV,20,R$/m3,2.068,0.126,2.06,2.629,0.581,0.061,1.487,0.178,1.2348,1.487,0.12,1,2017
08/01/2017,14/01/2017,SUDESTE,RIO DE JANEIRO,GNV,103,R$/m3,2.11,0.194,1.768,2.899,0.693,0.092,1.417,0.167,1.2533,1.9456,0.118,1,2017
08/01/2017,14/01/2017,NORDESTE,RIO GRANDE DO NORTE,GNV,12,R$/m3,2.529,0.057,2.44,2.59,0.844,0.023,1.685,0,1.685,1.685,0,1,2017
08/01/2017,14/01/2017,SUL,RIO GRANDE DO SUL,GNV,20,R$/m3,2.743,0.111,2.589,2.999,0.647,0.04,2.096,0.257,1.8381,2.3457,0.123,1,2017
08/01/2017,14/01/2017,SUL,SANTA CATARINA,GNV,18,R$/m3,2.134,0.078,1.959,2.259,0.534,0.037,1.6,0.175,1.37,1.6726,0.109,1,2017
08/01/2017,14/01/2017,SUDESTE,SAO PAULO,GNV,45,R$/m3,2.059,0.159,1.789,2.499,0.313,0.077,1.746,0.163,1.3088,1.7597,0.093,1,2017
08/01/2017,14/01/2017,NORDESTE,SERGIPE,GNV,9,R$/m3,2.384,0.035,2.29,2.399,0.768,0.015,1.616,0.278,1.4178,2,0.172,1,2017
15/01/2017,21/01/2017,NORTE,ACRE,ETANOL HIDRATADO,17,R$/l,3.643,0.23,3.1,4,0.485,0.063,3.158,0.228,2.957,3.5255,0.072,1,2017
15/01/2017,21/01/2017,NORDESTE,ALAGOAS,ETANOL HIDRATADO,56,R$/l,3.181,0.186,2.859,3.69,0.401,0.058,2.78,0.253,2,3.3035,0.091,1,2017
15/01/2017,21/01/2017,NORTE,AMAPA,ETANOL HIDRATADO,1,R$/l,3.75,0,3.75,3.75,,0,,,,,,1,2017
15/01/2017,21/01/2017,NORTE,AMAZONAS,ETANOL HIDRATADO,34,R$/l,3.376,0.173,3.15,3.85,0.263,0.051,3.113,0.116,2.7999,3.2935,0.037,1,2017
15/01/2017,21/01/2017,NORDESTE,BAHIA,ETANOL HIDRATADO,316,R$/l,3.026,0.191,2.68,3.99,0.33,0.063,2.696,0.121,2.45,3.2097,0.045,1,2017
15/01/2017,21/01/2017,NORDESTE,CEARA,ETANOL HIDRATADO,181,R$/l,3.3,0.081,3.19,3.69,0.398,0.025,2.902,0.07,2.697,3.0704,0.024,1,2017
15/01/2017,21/01/2017,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,32,R$/l,3.368,0.185,2.82,3.639,0.253,0.055,3.115,0.086,2.9437,3.217,0.028,1,2017
15/01/2017,21/01/2017,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,72,R$/l,3.458,0.172,3.08,3.89,0.262,0.05,3.196,0.167,2.78,3.304,0.052,1,2017
15/01/2017,21/01/2017,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,218,R$/l,3.052,0.106,2.699,3.32,0.364,0.035,2.688,0.09,2.533,2.885,0.033,1,2017
15/01/2017,21/01/2017,NORDESTE,MARANHAO,ETANOL HIDRATADO,52,R$/l,3.38,0.166,2.98,3.7,0.254,0.049,3.126,0.151,2.9,3.4191,0.048,1,2017
15/01/2017,21/01/2017,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,138,R$/l,2.737,0.165,2.57,3.3,0.314,0.06,2.423,0.09,2.25,2.6863,0.037,1,2017
15/01/2017,21/01/2017,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,81,R$/l,3.152,0.154,2.959,3.559,0.393,0.049,2.759,0.099,2.635,3.054,0.036,1,2017
15/01/2017,21/01/2017,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,608,R$/l,2.966,0.132,2.499,3.439,0.323,0.045,2.643,0.13,2.2848,2.9577,0.049,1,2017
15/01/2017,21/01/2017,NORTE,PARA,ETANOL HIDRATADO,48,R$/l,3.776,0.186,3.489,4.209,0.465,0.049,3.311,0.272,2.72,3.5507,0.082,1,2017
15/01/2017,21/01/2017,NORDESTE,PARAIBA,ETANOL HIDRATADO,55,R$/l,2.946,0.154,2.699,3.29,0.275,0.052,2.671,0.127,2.45,2.937,0.048,1,2017
15/01/2017,21/01/2017,SUL,PARANA,ETANOL HIDRATADO,367,R$/l,2.972,0.113,2.599,3.29,0.32,0.038,2.652,0.112,2.319,2.8771,0.042,1,2017
15/01/2017,21/01/2017,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,177,R$/l,2.915,0.186,2.579,3.84,0.319,0.064,2.596,0.19,2.3699,3.3045,0.073,1,2017
15/01/2017,21/01/2017,NORDESTE,PIAUI,ETANOL HIDRATADO,41,R$/l,3.184,0.098,3.089,3.4,0.361,0.031,2.823,0.072,2.651,3.0051,0.026,1,2017
15/01/2017,21/01/2017,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,397,R$/l,3.535,0.227,2.99,4.05,0.392,0.064,3.143,0.149,2.7401,3.6793,0.047,1,2017
15/01/2017,21/01/2017,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,58,R$/l,3.215,0.046,3.099,3.299,0.426,0.014,2.789,0.133,2.5225,2.9575,0.048,1,2017
15/01/2017,21/01/2017,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,221,R$/l,3.795,0.23,3.19,4.489,0.419,0.061,3.376,0.203,2.9637,3.8283,0.06,1,2017
15/01/2017,21/01/2017,NORTE,RONDONIA,ETANOL HIDRATADO,39,R$/l,3.504,0.21,3.149,4.02,0.447,0.06,3.057,0.048,3.0011,3.1119,0.016,1,2017
15/01/2017,21/01/2017,NORTE,RORAIMA,ETANOL HIDRATADO,4,R$/l,3.728,0.074,3.65,3.82,0.566,0.02,3.162,0.115,3.0399,3.318,0.036,1,2017
15/01/2017,21/01/2017,SUL,SANTA CATARINA,ETANOL HIDRATADO,186,R$/l,3.456,0.177,3.089,3.799,0.43,0.051,3.026,0.115,2.8038,3.2631,0.038,1,2017
15/01/2017,21/01/2017,SUDESTE,SAO PAULO,ETANOL HIDRATADO,1645,R$/l,2.803,0.13,2.399,3.399,0.348,0.046,2.455,0.091,2.0882,2.7914,0.037,1,2017
15/01/2017,21/01/2017,NORDESTE,SERGIPE,ETANOL HIDRATADO,26,R$/l,3.145,0.138,2.89,3.379,0.48,0.044,2.665,0.203,2.2965,2.9339,0.076,1,2017
15/01/2017,21/01/2017,NORTE,TOCANTINS,ETANOL HIDRATADO,33,R$/l,3.484,0.167,3.19,3.91,0.266,0.048,3.218,0.082,3.1094,3.2822,0.025,1,2017
15/01/2017,21/01/2017,NORTE,ACRE,ÓLEO DIESEL,28,R$/l,3.727,0.248,3.48,4.22,0.583,0.067,3.144,0.141,3.0532,3.4325,0.045,1,2017
15/01/2017,21/01/2017,NORDESTE,ALAGOAS,ÓLEO DIESEL,48,R$/l,3.106,0.086,2.959,3.299,0.297,0.028,2.809,0.102,2.6,3.1043,0.036,1,2017
15/01/2017,21/01/2017,NORTE,AMAPA,ÓLEO DIESEL,18,R$/l,3.655,0.088,3.49,3.75,0.283,0.024,3.372,0.045,3.33,3.4421,0.013,1,2017
15/01/2017,21/01/2017,NORTE,AMAZONAS,ÓLEO DIESEL,48,R$/l,3.217,0.209,2.99,3.75,0.256,0.065,2.961,0.113,2.69,3.1977,0.038,1,2017
15/01/2017,21/01/2017,NORDESTE,BAHIA,ÓLEO DIESEL,240,R$/l,3.067,0.143,2.779,3.749,0.365,0.047,2.702,0.082,2.52,2.9749,0.03,1,2017
15/01/2017,21/01/2017,NORDESTE,CEARA,ÓLEO DIESEL,81,R$/l,3.248,0.055,3.12,3.43,0.399,0.017,2.849,0.045,2.7538,2.9137,0.016,1,2017
15/01/2017,21/01/2017,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL,14,R$/l,3.223,0.202,2.668,3.48,0.32,0.063,2.903,0.088,2.769,3.065,0.03,1,2017
15/01/2017,21/01/2017,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL,84,R$/l,3.139,0.102,2.89,3.39,0.391,0.032,2.748,0.095,2.5573,2.94,0.035,1,2017
15/01/2017,21/01/2017,CENTRO OESTE,GOIAS,ÓLEO DIESEL,174,R$/l,3.156,0.094,2.949,3.499,0.316,0.03,2.84,0.04,2.6365,2.9149,0.014,1,2017
